size,id,time
10,matrix_28864.npy,208733.12670898438
11,matrix_11523.npy,391872.3798828125
12,matrix_7791.npy,932224.8332519531
13,matrix_13951.npy,3108999.022705078
14,matrix_10953.npy,6061614.567138672
15,matrix_11018.npy,16347523.14038086
8,matrix_1822.npy,72917.41723632812
9,matrix_32709.npy,78034.96020507812
