size,id,clust
20,10618,0.7233079322881697
20,41388,0.8101736063845159
21,45255,0.9448062525076332
21,48947,0.8158441675035474
22,10240_1,0.6918676392653672
22,10240,0.6779798026371358
23,29684,0.8550251677071011
23,48363,0.4861242495165303
24,11027,0.5583109074075026
24,11191,1.0
25,18286,0.925937424380835
25,40617,0.7823732014267163
26,57060_1,1.0
26,57060,1.0
27,12314,1.0
27,15842,0.9384666307997033
28,45644,0.6875326183301769
28,58351,0.9800161695980063
29,9086,0.9146080075474928
