size,id,time
10,matrix_28864.npy,4201.30810546875
11,matrix_11523.npy,9295.123291015625
12,matrix_7791.npy,8838.63232421875
13,matrix_13951.npy,7695.17626953125
14,matrix_10953.npy,11255.302001953125
15,matrix_11018.npy,23044.359375
8,matrix_1822.npy,2049.4638671875
9,matrix_32709.npy,2667.75390625
